"","ch_edaphic_eivdescombes_pixel_d","ch_edaphic_eivdescombes_pixel_f","ch_edaphic_eivdescombes_pixel_h","ch_edaphic_eivdescombes_pixel_k","ch_edaphic_eivdescombes_pixel_l","ch_edaphic_eivdescombes_pixel_n","ch_edaphic_eivdescombes_pixel_r","ch_edaphic_eivdescombes_pixel_w","meanEVI_annualmax_2017_2021","meanEVI_annualmean_2017_2021","meanEVI_annualmedian_2017_2021","meanEVI_annualmin_2017_2021","meanEVI_annualrange_2017_2021","meanEVI_annualstd_2017_2021","meanGCI_annualmax_2017_2021","meanGCI_annualmean_2017_2021","meanGCI_annualmedian_2017_2021","meanGCI_annualmin_2017_2021","meanGCI_annualrange_2017_2021","meanGCI_annualstd_2017_2021","gdd0Y_8110_LV95","gdd3Y_8110_LV95","gdd5Y_8110_LV95","AI_8110_LV95","bio1_t_8110_LV95","bio2_tdr_8110_LV95","bio3_tiso_8110_LV95","bio4_ts_8110_LV95","bio5_tmaxw_8110_LV95","bio6_tminc_8110_LV95","bio7_tar_8110_LV95","bio8_twetq_8110_LV95","bio9_tdryq_8110_LV95","bio10_twarmq_8110_LV95","bio11_tcoldq_8110_LV95","bio12_p_8110_LV95","bio13_pwet_8110_LV95","bio14_pdry_8110_LV95","bio15_ps_8110_LV95","bio16_pwetq_8110_LV95","bio17_pdryq_8110_LV95","bio18_pwarmq_8110_LV95","bio19_pcoldq_8110_LV95","etpY_8110_LV95","east_mean","eastSlope_mean","mnt_mean","north_mean","northSlope_mean","roughness_mean","slope_mean","TPI_mean","TRI_mean","CanopyVaud2m_max","CanopyVaud2m_mean","CanopyVaud2m_median","CanopyVaud2m_min","CanopyVaud2m_sd","ForetBuissannante_prop","ForetClairsemee_prop","ForetDense_prop","Glacier_prop","RocheMeubler_prop","Rocks_Min80Per_prop","ZHumide_prop","sradY","SCD15_final","SCD40_final"
"267",2.27558588981628,3.12738299369812,3.44945311546326,2.89934968948364,3.72201895713806,2.54314708709717,6.07621335983276,1.72287023067474,41790000,7197500,12677500,-55047500,80357504,20142500,64392500,20912500,7820000,-6155000,70552496,24052500,1511.90002441406,911.599975585938,604.200012207031,12,2.59999990463257,7,31.7000007629395,560.900024414062,14.8000001907349,-7.40000009536743,22.2000007629395,9.60000038146973,-2,9.60000038146973,-3.70000004768372,1985.80004882812,199.399993896484,132.300003051758,13.6999998092651,589.200012207031,429.700012207031,589.200012207031,494.399993896484,246.5,0.997392952442169,0.571331322193146,2013.4462890625,0.0665695741772652,0.0379952564835548,1.45998811721802,34.9475402832031,0.0178871154785156,0.528913736343384,0,0,0,0,0,0,0,0,0,0,0,0,70186.6953125,140,139
"268",2.78858542442322,2.98125052452087,2.82170748710632,3.12432050704956,3.84253072738647,2.26675128936768,6.68876218795776,1.81873047351837,37930000,3640000,1040000,-7387500,40780000,8995000,28882500,-167500,-3295000,-6717500,35605000,8802500,1604,982.5,661.599975585938,9,2.90000009536743,6.90000009536743,31.2000007629395,560.900024414062,15.1000003814697,-7,22.1000003814697,9.89999961853027,-1.60000002384186,9.89999961853027,-3.29999995231628,1962.5,200.5,141.100006103516,13.3999996185303,585.900024414062,431.700012207031,585.900024414062,465,206.600006103516,-0.689412772655487,-0.317376434803009,1690.16003417969,0.72313392162323,0.332894593477249,1.40779626369476,27.409912109375,-0.0140419006347656,0.366529673337936,0,0,0,0,0,0,0,0,0,1,0,0,52698.6875,162,162
"269",2.5336766242981,3.08213925361633,3.03285479545593,3.07854986190796,3.70886874198914,2.49933743476868,6.53722953796387,1.84135234355927,21588000,-2397500,2912500,-133850000,156300000,31052500,31695000,2175000,120000,-21920000,53612500,12995000,1601.59997558594,980.200012207031,659.400024414062,9,2.90000009536743,6.80000019073486,31.1000003814697,558.799987792969,15.1000003814697,-6.90000009536743,22,9.89999961853027,-1.60000002384186,9.89999961853027,-3.29999995231628,1981.09997558594,201.800003051758,143.199996948242,13.3000001907349,589.900024414062,436.5,589.900024414062,471.700012207031,198.199996948242,0.99243825674057,0.398909330368042,1691.09497070312,0.10997311770916,0.0456946082413197,1.02666556835175,23.7234230041504,-0.0309295654296875,0.355134755373001,6.5147705078125,5.39810180664062,5.24139404296875,4.5948486328125,0.899774968624115,0,0,0,0,1,0,0,51524.796875,160,160
"270",2.51413726806641,3.14999270439148,3.08218574523926,3.03053545951843,3.62220358848572,2.54030203819275,6.53861713409424,1.80501508712769,28893999,7917500,5575000,-13100000,44400000,10255000,67307504,11792500,-1025000,-12185000,79492496,23392500,1600.40002441406,979.200012207031,658.299987792969,11,2.90000009536743,6.90000009536743,31.2000007629395,559.099975585938,15.1000003814697,-7,22.1000003814697,9.89999961853027,-1.60000002384186,9.89999961853027,-3.29999995231628,1975.59997558594,201.300003051758,142.800003051758,13.3000001907349,588.099975585938,434.5,588.099975585938,471.399993896484,249,0.359329044818878,0.181486517190933,1771.87744140625,0.933006703853607,0.471160590648651,1.36111116409302,30.3324737548828,-0.00498580932617188,0.426250874996185,0,0,0,0,0,0,0,0,0,0.800000011920929,0,0,50483.93359375,143,135
"271",2.2618453502655,3.20781445503235,3.25137376785278,3.00047779083252,3.57524156570435,2.632817029953,6.44278573989868,1.88537216186523,28893999,7917500,5575000,-13100000,44400000,10255000,67307504,11792500,-1025000,-12185000,79492496,23392500,1602.90002441406,981.200012207031,659.900024414062,12,2.90000009536743,6.90000009536743,31.2000007629395,559.900024414062,15.1000003814697,-7,22.1000003814697,9.89999961853027,-1.60000002384186,9.89999961853027,-3.29999995231628,1973.40002441406,201,142.600006103516,13.3000001907349,587.400024414062,434,587.400024414062,470.799987792969,271.100006103516,0.165517523884773,0.0845976620912552,1770.45751953125,0.983980536460876,0.50593888759613,1.73893225193024,30.9667072296143,0.0172042846679688,0.559595763683319,0,0,0,0,0,0,0,0,0,0.360000014305115,0,0,49446.75,160,147
"272",3.16554021835327,2.93750023841858,2.67092561721802,3.08111596107483,3.97507739067078,2.28171944618225,6.60454559326172,1.55447924137115,28252000,3305000,2797500,-31077500,62820000,11250000,8327500,-632500,-1070000,-7892500,16217500,4232500,1505,906.099975585938,600,10,2.5,6.80000019073486,31.1000003814697,559.099975585938,14.6000003814697,-7.30000019073486,22,9.5,-2,9.5,-3.70000004768372,2011.19995117188,204.300003051758,144.100006103516,13.1999998092651,597.599975585938,441.299987792969,597.599975585938,483.100006103516,231.300003051758,0.745647609233856,0.425738394260406,2136.97900390625,0.666329205036163,0.380452215671539,1.96131730079651,34.8176155090332,0.0012969970703125,0.503892660140991,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,37391.203125,154,148
"273",3.03772258758545,3.13610696792603,2.81589555740356,2.87780451774597,4.00918436050415,2.33616757392883,6.49083185195923,1.59943163394928,22046001,1765000,1197500,-48902500,72852496,13732500,6875000,-2115000,-2605000,-8250000,15122500,4470000,1363.30004882812,800.599975585938,518.299987792969,9,1.79999995231628,6.59999990463257,30.6000003814697,557.799987792969,13.8999996185303,-7.90000009536743,21.7999992370605,8.89999961853027,-2.70000004768372,8.89999961853027,-4.30000019073486,2064.39990234375,209,148.5,13,612,454.899993896484,612,497.200012207031,203.300003051758,0.518857479095459,0.204072788357735,2063.9921875,0.85485851764679,0.336225926876068,1.17179358005524,23.1607341766357,2.288818359375e-05,0.328908294439316,0,0,0,0,0,0,0,0,0,1,0,0,57726.23828125,174,174
"277",3.3820686340332,2.8768892288208,2.65706086158752,3.12516522407532,4.30929040908813,2.20211744308472,6.60050201416016,1.47276866436005,19200000,7110000,10727500,-29072500,49395000,11002500,32170000,8267500,4562500,-5190000,37365000,12150000,1280.19995117188,739.099975585938,470.799987792969,11,1.5,6.5,30.3999996185303,556.200012207031,13.5,-8.10000038146973,21.7000007629395,8.5,-3,8.5,-4.59999990463257,2051.60009765625,207.800003051758,145.899993896484,13,607.5,450.200012207031,607.5,496.100006103516,241.600006103516,0.953454732894897,0.724562644958496,2468.5263671875,-0.301365494728088,-0.229024782776833,2.95475268363953,49.458854675293,-0.00417327880859375,0.929802775382996,0,0,0,0,0,0,0,0,0,0,0,0,72201.640625,153,153
"278",2.29961776733398,2.88188004493713,3.36569213867188,3.14672923088074,3.19997024536133,2.78484535217285,6.37919473648071,1.76449763774872,27536001,8282500,3885000,-14070000,42122500,11267500,55317500,13450000,1047500,-29602500,84920000,25452500,2439.5,1661.09997558594,1230.69995117188,21,6,8.39999961853027,34.5,599.099975585938,19.6000003814697,-5,24.6000003814697,13.5,1.5,13.5,-0.899999976158142,1737.30004882812,179.5,123.099998474121,14.1999998092651,523.599975585938,380.399993896484,523.599975585938,402.600006103516,385.700012207031,-0.830280423164368,-0.313382625579834,1400.00244140625,0.553428947925568,0.206943839788437,0.963351786136627,22.1284217834473,-0.0493659973144531,0.276526570320129,0,0,0,0,0,0.00999999977648258,0,0,0,0,0,0,65573.96875,112,107
"279",3.8256471157074,3.0917055606842,2.19538831710815,2.97405433654785,4.39895725250244,2.19483327865601,6.78621196746826,1.48711884021759,16914000,-397500,2447500,-60357500,78235000,18902500,1565000,-2825000,-1562500,-8682500,10250000,3025000,1227.59997558594,701.299987792969,442.100006103516,9,1.29999995231628,6.69999980926514,30.5,559.200012207031,13.3000001907349,-8.60000038146973,21.8999996185303,8.19999980926514,-3.40000009536743,8.19999980926514,-4.90000009536743,2202.60009765625,229.300003051758,154.300003051758,15.1000003814697,671,471.299987792969,671,519.299987792969,225.600006103516,0.506856739521027,0.0130266966298223,2269.71630859375,0.861774325370789,0.0221484340727329,0.0770128071308136,1.47271859645844,7.62939453125e-06,0.0225660540163517,0,0,0,0,0,0,0,0,0,0.720000028610229,0.280000001192093,0,61877.98828125,215,196
"280",4.04162788391113,3.04556560516357,1.96589934825897,3.02170538902283,4.51135969161987,2.16304111480713,6.84211492538452,1.42859125137329,32890000,4225000,1167500,-3317500,40825000,9495000,-162500,-3400000,-3005000,-7272500,7112500,2192500,1183,669.5,418.200012207031,9,1,6.59999990463257,30.3999996185303,558.599975585938,13.1000003814697,-8.80000019073486,21.8999996185303,8,-3.59999990463257,8,-5.09999990463257,2255.80004882812,235.399993896484,157.600006103516,15.3000001907349,688.599975585938,481.399993896484,688.599975585938,531.700012207031,221.100006103516,-0.967247605323792,-0.314794719219208,2353.96533203125,0.242833167314529,0.0754531994462013,0.689398884773254,18.9797954559326,0.0671310424804688,0.216813832521439,0,0,0,0,0,0,0,0,0,0.990000009536743,0.00999999977648258,0,66681.3515625,231,231
"281",3.85571146011353,3.20396852493286,2.12362217903137,2.93980884552002,4.43527698516846,2.18116474151611,6.79315900802612,1.49995696544647,20973999,4922500,3252500,-22705000,45282500,11412500,1310000,-3475000,-3e+06,-8400000,9712500,2977500,1206.30004882812,686.200012207031,430.799987792969,8,1.20000004768372,6.59999990463257,30.5,559,13.1999998092651,-8.69999980926514,21.8999996185303,8.19999980926514,-3.5,8.19999980926514,-5,2213,230.699996948242,155.399993896484,15.1999998092651,674.700012207031,473.399993896484,674.700012207031,520.599975585938,202.5,0.897761940956116,0.18253655731678,2300.52734375,0.440362513065338,0.0895352810621262,0.572238504886627,11.7314014434814,-0.00014495849609375,0.167850077152252,0,0,0,0,0,0,0,0,0,1,0,0,60415.0078125,204,204
"282",3.79694938659668,3.1013298034668,2.25430202484131,2.95652174949646,4.43806838989258,2.17195224761963,6.73698282241821,1.47967052459717,17698000,4250000,2132500,-9332500,27340000,7290000,997500,-3675000,-3082500,-8912500,9910000,2970000,1223.09997558594,698.400024414062,440,9,1.20000004768372,6.69999980926514,30.7000007629395,558,13.3000001907349,-8.60000038146973,21.8999996185303,8.19999980926514,-3.40000009536743,8.19999980926514,-4.90000009536743,2163.69995117188,225.5,152.800003051758,15.1000003814697,659,464,659,507.700012207031,214.800003051758,0.840003967285156,0.185511276125908,2311.18310546875,0.542553663253784,0.119822151958942,0.625922322273254,12.7587738037109,0.0003509521484375,0.172607421875,0,0,0,0,0,0,0,0,0,1,0,0,62646.4140625,190,186
"283",3.93434619903564,3.1298680305481,2.02056694030762,2.91109442710876,4.48393392562866,2.10847353935242,6.79563856124878,1.45207130908966,99847998,6247500,3377500,-5155000,29842500,7925000,1170000,-3665000,-3455000,-9012500,10187500,2750000,1195.69995117188,678.599975585938,425,9,1.10000002384186,6.69999980926514,30.6000003814697,558.700012207031,13.1999998092651,-8.69999980926514,21.8999996185303,8.10000038146973,-3.5,8.10000038146973,-5.09999990463257,2145.39990234375,223.800003051758,152.300003051758,15.1000003814697,653.599975585938,460.600006103516,653.599975585938,501.600006103516,200.399993896484,0.998737812042236,0.49127459526062,2372.3232421875,0.0440217182040215,0.0216897577047348,1.17613387107849,29.4653930664062,0.0101318359375,0.428734660148621,0,0,0,0,0,0,0,0,0,1,0,0,64310.56640625,189,181
"284",3.95752167701721,3.21192598342896,2.03064680099487,2.91924405097961,4.51730108261108,2.12248277664185,6.80415105819702,1.46541118621826,21352000,4617500,2185000,-4870000,27440000,6882500,850000,-3970000,-4120000,-9402500,10252500,2925000,1169.30004882812,659.900024414062,411,8,1,6.59999990463257,30.5,557.900024414062,13,-8.80000019073486,21.7999992370605,8,-3.70000004768372,8,-5.19999980926514,2207,230.5,155.899993896484,15.1999998092651,673.5,472.399993896484,673.5,516.599975585938,208.100006103516,-0.101723805069923,-0.00850737653672695,2355.51513671875,0.994795203208923,0.0831959471106529,0.185899525880814,4.79732131958008,7.62939453125e-06,0.0652194544672966,0,0,0,0,0,0,0,0,0,1,0,0,61799.99609375,219,219
"285",2.11205577850342,3.06550431251526,3.46969866752625,3.04218006134033,3.63562083244324,2.66288995742798,6.08764314651489,1.7964061498642,65972002,11690000,13215000,-34287500,110787504,21882500,65265000,20310000,16325000,-7560000,72825000,24187500,1754.90002441406,1101.80004882812,757.299987792969,16,3.59999990463257,7.30000019073486,32.2000007629395,571.400024414062,16.2000007629395,-6.69999980926514,22.8999996185303,10.6999998092651,-1,10.6999998092651,-2.90000009536743,1820.30004882812,187,129.600006103516,13.6999998092651,545.299987792969,399.600006103516,545.299987792969,427.200012207031,304,0.826004505157471,0.266647189855576,1792.66003417969,-0.560452818870544,-0.18144690990448,0.928900837898254,18.8537254333496,0.0115623474121094,0.250140726566315,0.591552734375,0.488677978515625,0.50677490234375,0.349609375,0.113462693989277,0,0,0,0,0,0,0,76917.7734375,133,130
"287",3.2473931312561,2.53934979438782,2.73388481140137,3.40227341651917,4.04116201400757,2.21585154533386,6.65514278411865,1.53174734115601,19794000,4542500,6467500,-14607500,35857500,7932500,16442500,6895000,7940000,-1625000,18067500,6205000,1725.80004882812,1078.5,738.5,16,3.5,7.19999980926514,31.8999996185303,569.299987792969,16,-6.69999980926514,22.7000007629395,10.6000003814697,-1,10.6000003814697,-2.90000009536743,1724.30004882812,177.699996948242,121.699996948242,13.8999996185303,518.099975585938,378.399993896484,518.099975585938,401,290.299987792969,0.708500325679779,0.616252303123474,2120.46337890625,-0.705652832984924,-0.613775610923767,4.98605680465698,60.4359359741211,0.00017547607421875,1.25879240036011,0,0,0,0,0,0,0,0,0,0,0.699999988079071,0,81368.7734375,115,108
"288",3.12217497825623,2.88947296142578,2.99398684501648,3.09943819046021,4.18516063690186,2.11849021911621,6.32906913757324,1.48016035556793,21822000,7065000,6800000,-9382500,32565000,7525000,31252500,7195000,2622500,-3215000,34462500,10530000,1659.90002441406,1026.30004882812,696,14,3.09999990463257,7.09999990463257,31.5,565.599975585938,15.5,-6.90000009536743,22.3999996185303,10.1999998092651,-1.39999997615814,10.1999998092651,-3.20000004768372,1685.5,173.800003051758,118.400001525879,14,507,369.700012207031,507,390.299987792969,254.100006103516,-0.751069784164429,-0.324344217777252,2230.43310546875,0.660116910934448,0.285067230463028,1.37462019920349,25.5849113464355,-0.00020599365234375,0.354549825191498,0,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,72922.125,162,146
"289",3.2047700881958,2.94908833503723,2.75560522079468,3.01739883422852,4.03240156173706,2.26440668106079,6.57276010513306,1.51839649677277,27320000,6530000,4057500,-6320000,26677500,7112500,33077500,7697500,2272500,-8097500,41177500,13875000,1796.80004882812,1134.19995117188,783.5,13,3.70000004768372,7.19999980926514,32,571,16.2000007629395,-6.5,22.7000007629395,10.8000001907349,-0.800000011920929,10.8000001907349,-2.79999995231628,1787,184,126.900001525879,13.6999998092651,535.700012207031,392.100006103516,535.700012207031,418.100006103516,255.699996948242,-0.749127268791199,-0.267731636762619,2072.32763671875,0.66003954410553,0.23425355553627,0.905897378921509,20.8795204162598,0.0257797241210938,0.242292612791061,0,0,0,0,0,0,0,0,0,0,0,0,58666.49609375,163,147
"290",2.99484729766846,2.9316508769989,3.08058166503906,3.04496383666992,4.13403129577637,2.22473382949829,6.32756996154785,1.50353419780731,20726001,7635000,5775000,122500,20445000,7085000,64075000,15997500,3560000,-7222500,71297504,23905000,1562.5,950.599975585938,635.700012207031,11,2.70000004768372,6.90000009536743,31.2999992370605,562.400024414062,15,-7.19999980926514,22.2000007629395,9.80000019073486,-1.79999995231628,9.80000019073486,-3.5,1851.40002441406,190.5,132.199996948242,13.6999998092651,554.299987792969,406.200012207031,554.299987792969,435.399993896484,234.199996948242,0.327808558940887,0.14655989408493,2256.48315429688,0.944569289684296,0.422207057476044,1.25726997852325,26.5511150360107,0.00693511962890625,0.393663197755814,0,0,0,0,0,0,0,0,0,0,0,0,58205.0703125,149,162
"291",3.33849930763245,2.97851920127869,2.76052069664001,3.0214581489563,4.30074977874756,2.12458682060242,6.49259471893311,1.45634996891022,19706000,4245000,2952500,117500,13425000,4580000,36425000,5240000,1082500,-6840000,43265000,12690000,1489.69995117188,894.599975585938,591.200012207031,8,2.40000009536743,6.80000019073486,31,558.400024414062,14.5,-7.40000009536743,21.8999996185303,9.39999961853027,-2.09999990463257,9.39999961853027,-3.79999995231628,1894.59997558594,194.5,136,13.5,565.599975585938,415.899993896484,565.599975585938,448,166.399993896484,-0.270588517189026,-0.150597766041756,2352.34130859375,0.961329579353333,0.53379625082016,1.57728409767151,33.7369232177734,0.0269851684570312,0.516886413097382,0,0,0,0,0,0,0,0,0,0,0.0900000035762787,0,60663.08203125,175,161
"293",3.83800864219666,3.18719291687012,2.05678987503052,2.90433287620544,4.50438976287842,2.16196179389954,6.63926792144775,1.45252799987793,44296001,3725000,1687500,-23702500,75505000,17002500,2132500,-2862500,-2877500,-7042500,9172500,2350000,1217.5,694,437.100006103516,8,1.20000004768372,6.5,30.3999996185303,555.200012207031,13.1000003814697,-8.5,21.6000003814697,8.19999980926514,-3.40000009536743,8.19999980926514,-4.90000009536743,2169.19995117188,223,148.699996948242,14.8000001907349,657,463.399993896484,657,521.599975585938,188,0.580665826797485,0.147480905056,2406.72875976562,0.814140617847443,0.206780225038528,0.729058146476746,14.7135009765625,-6.866455078125e-05,0.19779460132122,0,0,0,0,0,0,0,0,0,1,0,0,66000.8828125,204,188
"294",3.85690093040466,3.16023850440979,2.04231667518616,2.88165235519409,4.53021669387817,2.15146803855896,6.72778701782227,1.44979405403137,15042000,3287500,2117500,-1987500,17317500,4285000,1142500,-3085000,-2765000,-7495000,8637500,2425000,1204.09997558594,684.400024414062,429.799987792969,7,1.10000002384186,6.5,30.2000007629395,556.599975585938,13.1000003814697,-8.60000038146973,21.7000007629395,8.10000038146973,-3.5,8.10000038146973,-5,2175.5,223.800003051758,149.399993896484,14.8000001907349,659,464.899993896484,659,522.599975585938,199,0.6445552110672,0.224353402853012,2419.97583007812,0.764556527137756,0.266122847795486,1.04619681835175,20.369607925415,-7.62939453125e-05,0.27294921875,0,0,0,0,0,0,0,0,0,1,0,0,60702.52734375,216,199
"300",3.86934351921082,3.12800669670105,2.00017690658569,2.94235324859619,4.5081148147583,2.16527485847473,6.74252319335938,1.46208798885345,14806000,4522500,2072500,-47500,15200000,4880000,4460000,-2670000,-2830000,-8350000,12805000,3632500,1269.5,731.599975585938,465.299987792969,10,1.39999997615814,6.59999990463257,30.6000003814697,556.099975585938,13.3999996185303,-8.30000019073486,21.7000007629395,8.39999961853027,-3.09999990463257,8.39999961853027,-4.69999980926514,2116.5,216.199996948242,144.199996948242,14.6000003814697,638.5,452.899993896484,638.5,513,223.600006103516,0.869486093521118,0.204724758863449,2332.18969726562,0.493918597698212,0.116294972598553,0.666341125965118,13.6184329986572,-0.000152587890625,0.190809458494186,0,0,0,0,0,0,0,0,0,0.939999997615814,0.0599999986588955,0,67021.15625,181,176
"301",2.52139687538147,3.03434705734253,3.3399806022644,2.97127389907837,3.80151200294495,2.42090940475464,6.23455810546875,1.65068399906158,36558000,10397500,5197500,-1555000,41110000,12187500,74860000,16310000,7800000,-5965000,80825000,25185000,1502.5,905.400024414062,600,12,2.5,7,31.5,561.700012207031,14.6999998092651,-7.5,22.2000007629395,9.5,-2,9.5,-3.79999995231628,2025.59997558594,205.399993896484,137.300003051758,14.1000003814697,606.599975585938,435.899993896484,606.599975585938,495.700012207031,263.100006103516,-0.99847948551178,-0.517890632152557,2083.69750976562,0.0547919757664204,0.0284197479486465,1.27810335159302,31.2438278198242,3.814697265625e-05,0.459228515625,0.932373046875,0.38323974609375,0.30029296875,0,0.46279302239418,0,0,0,0,0,1,0,64330.7265625,151,151
"302",2.01367783546448,3.23394441604614,3.49292016029358,2.97992897033691,3.67496013641357,2.71992063522339,6.11474990844727,1.90332424640656,74606001,7495000,11850000,-82885000,171007504,33057500,67070000,19357500,7377500,-6697500,73765000,26240000,1967.59997558594,1271.30004882812,897.200012207031,17,4.40000009536743,7.80000019073486,33.2999992370605,577.700012207031,17.2999992370605,-6.09999990463257,23.3999996185303,11.6000003814697,-0.100000001490116,11.6000003814697,-2.20000004768372,1942.69995117188,197.899993896484,133.199996948242,14.1000003814697,582.200012207031,419.200012207031,582.200012207031,471.700012207031,347.899993896484,-0.760978937149048,-0.0669132173061371,1766.92993164062,-0.643894076347351,-0.0563515946269035,0.279988616704941,5.03458881378174,0.00311279296875,0.0809716135263443,0,0,0,0,0,0,0,0,0,0,0,0,73285.828125,138,134
"306",1.80004990100861,3.26542115211487,3.61558794975281,2.94184064865112,3.39828681945801,2.97827577590942,6.11945533752441,2.06702852249146,51302002,13020000,15940000,-28677500,70487504,14095000,82847504,37205000,35347500,-1275000,84120000,25625000,2710.69995117188,1894.90002441406,1435.59997558594,27,7,7.69999980926514,31.7999992370605,618,20.5,-3.79999995231628,24.2999992370605,14.6999998092651,0.400000005960464,14.6999998092651,-0.200000002980232,1645.5,166.100006103516,105.5,14.1999998092651,480.899993896484,346.600006103516,480.899993896484,350.399993896484,453.100006103516,0.908518195152283,0.25212100148201,1263.30749511719,-0.416432023048401,-0.115278348326683,0.756659626960754,16.105827331543,-0.009063720703125,0.230275467038155,0.0374755859375,0.011627197265625,0.0045166015625,0,0.0177506003528833,0,0,0,0,0,0,0,77865.1171875,82,82
"307",1.76808345317841,3.50865387916565,3.72308206558228,2.94412565231323,3.38766860961914,2.71134257316589,5.96764469146729,2.03487038612366,41463999,9567500,9757500,-35220000,67610000,14342500,77587504,22627500,8350000,-7012500,84600000,27257500,1988.80004882812,1288.90002441406,912.200012207031,19,4.59999990463257,8,33.9000015258789,579.5,17.6000003814697,-6.09999990463257,23.7000007629395,11.8000001907349,0,11.8000001907349,-2.09999990463257,1698.30004882812,168.800003051758,114.400001525879,12.1999998092651,494.899993896484,372.799987792969,494.899993896484,425.200012207031,333.5,0.444087445735931,0.0134166516363621,1694.84997558594,0.0803521722555161,0.00530901178717613,0.1466064453125,1.91026091575623,0.0293464660644531,0.0537261962890625,0.4195556640625,0.300079345703125,0.27996826171875,0.2208251953125,0.0894472151994705,0,0,0,0,0,0,1,72743.7421875,131,131
"311",2.44514417648315,2.92483568191528,3.26627206802368,3.09743809700012,3.67671298980713,2.59944939613342,6.12720108032227,1.67162990570068,24928000,10090000,13077500,-34985000,59740000,12627500,80050000,30242500,25770000,-5737500,85790000,29220000,1839.59997558594,1168.19995117188,811,20,4,7.90000009536743,33.7999992370605,570.799987792969,16.8999996185303,-6.40000009536743,23.3999996185303,11.1999998092651,-0.400000005960464,11.1999998092651,-2.40000009536743,1655.59997558594,166.300003051758,112.5,12.6000003814697,485.899993896484,361.700012207031,485.899993896484,408.899993896484,338.299987792969,0.641233921051025,0.280440628528595,1971.22253417969,-0.73968505859375,-0.31207948923111,1.37444388866425,25.5868835449219,-0.183425903320312,0.388470113277435,0.369873046875,0.15447998046875,0.1240234375,0,0.179572209715843,0,0,0,0,0,0,0,86450.6875,117,113
"312",2.71680665016174,2.91785645484924,3.07482528686523,3.11153841018677,3.76425814628601,2.50277590751648,6.39529800415039,1.6233081817627,44640000,7900000,11442500,-64987500,110332496,21980000,87370000,28477500,28637500,-3115000,90482496,26970000,1796.19995117188,1133.59997558594,782.5,17,3.90000009536743,7.90000009536743,33.9000015258789,569.5,16.7000007629395,-6.69999980926514,23.3999996185303,11,-0.600000023841858,11,-2.59999990463257,1635.30004882812,164.899993896484,111.400001525879,12.8000001907349,481.5,356.799987792969,481.5,401.200012207031,300.200012207031,-0.911164045333862,-0.716403841972351,2036.62377929688,-0.411801874637604,-0.323639333248138,3.13643383979797,51.8402442932129,0.0362434387207031,0.909217000007629,1.873779296875,0.95098876953125,0.7073974609375,0,0.848683774471283,0,0,0,0,0,0.490000009536743,0,72495.0078125,115,110
"313",2.26560068130493,3.08630800247192,3.42330169677734,2.92943668365479,3.50487780570984,2.68809008598328,6.12243032455444,1.70633935928345,46193999,13190000,12907500,-5640000,56615000,11357500,80167504,23140000,8055000,-5035000,85202496,27790000,1819.5,1151.30004882812,796.599975585938,17,3.90000009536743,7.69999980926514,33.5,566.799987792969,16.6000003814697,-6.40000009536743,23,11,-0.5,11,-2.5,1723,171.699996948242,115,12.6000003814697,503.799987792969,376.100006103516,503.799987792969,432.200012207031,317.200012207031,0.685200035572052,0.236345231533051,1932.09753417969,0.727707147598267,0.25152400135994,1.01224768161774,20.2022933959961,-0.0134239196777344,0.270284026861191,0.152587890625,0.055267333984375,0.02593994140625,0,0.0683917254209518,0,0,0,0,0,0,0,66622.46875,131,131
"314",2.46029233932495,2.96684050559998,3.28785109519958,3.01681160926819,3.59235215187073,2.64799213409424,6.20701837539673,1.64975965023041,74962002,3092500,12105000,-226677504,302295008,61570000,81247504,22880000,9682500,-5222500,86467504,27152500,1765.5,1107.90002441406,760.299987792969,17,3.70000004768372,7.5,33.2999992370605,561.900024414062,16.2999992370605,-6.5,22.7999992370605,10.6999998092651,-0.800000011920929,10.6999998092651,-2.59999990463257,1724.19995117188,171.800003051758,114.900001525879,12.6000003814697,504.200012207031,376.299987792969,504.200012207031,433,302.200012207031,-0.408196657896042,-0.0984714403748512,1970.66003417969,0.905510604381561,0.224724590778351,0.737738728523254,14.3052110671997,-0.0309257507324219,0.221661031246185,0,0,0,0,0,0,0,0,0,0,0,0,66081.5703125,125,125
"315",2.26452255249023,3.21031212806702,3.461012840271,2.84516882896423,3.3100483417511,2.79012727737427,6.18871593475342,1.7294157743454,28846001,10612500,9445000,-1590000,31105000,8347500,65875000,20522500,10990000,-3835000,69712496,23130000,1779.09997558594,1118.80004882812,769.400024414062,13,3.79999995231628,7.59999990463257,33.5,563.400024414062,16.2999992370605,-6.5,22.7999992370605,10.8000001907349,-0.699999988079071,10.8000001907349,-2.59999990463257,1722.5,171.5,114.900001525879,12.6000003814697,503.600006103516,376.100006103516,503.600006103516,432.399993896484,247.699996948242,-0.559761643409729,-0.151322185993195,1980.06005859375,0.826237678527832,0.224589824676514,0.797770202159882,15.7468643188477,0.0131263732910156,0.235694035887718,0.07080078125,0.0177001953125,0,0,0.035400390625,0.230000004172325,0,0,0,0,0,0,67032.1171875,136,129
